pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
6323	Um cachorro caramelo está correndo pela neve	Um cachorro amarelo está correndo na neve branca em um dia de sol	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A tan dog is running through the snow	A yellow dog is running on white snow on a sunny day	FLICKR	FLICKR	TEST
6324	Uma menina está vestindo jeans e uma camisa rosa e está animadamente correndo	Uma menina está vestindo jeans e uma camisa rosa e está correndo	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A girl is wearing jeans and a pink shirt and is cheerfully running	A girl is wearing jeans and a pink shirt and is running	FLICKR	FLICKR	TEST
6325	Uma menina está vestindo jeans e uma camisa rosa e está correndo	Não tem nenhuma menina usando jeans e uma camisa rosa correndo	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	A girl is wearing jeans and a pink shirt and is running	There is no girl wearing jeans and a pink shirt and running	FLICKR	FLICKR	TEST
6326	Uma menina está vestindo jeans e uma camisa rosa e está correndo	Uma menina está correndo de camisa rosa e não está vestindo jeans	NEUTRAL	3.9	A_contradicts_B	B_neutral_A	A girl is wearing jeans and a pink shirt and is running	A girl is running with a pink shirt and is not wearing jeans	FLICKR	FLICKR	TRAIN
6327	A menina pequena de camisa cor-de-rosa está correndo debaixo de uma árvore no deserto	Uma menina pequena de camisa rosa está correndo debaixo de uma árvore no deserto	ENTAILMENT	4.9	A_entails_B	B_entails_A	The little girl in a pink shirt is running under a tree in the desert	A little girl in a pink shirt is running under a tree in the desert	FLICKR	FLICKR	TRAIN
6328	Um menino pequeno de camisa rosa está correndo embaixo de uma árvore no deserto	A menina pequena de camisa cor-de-rosa está correndo debaixo de uma árvore no deserto	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A little boy in a pink shirt is running under a tree in the desert	The little girl in a pink shirt is running under a tree in the desert	FLICKR	FLICKR	TEST
6329	Uma menina está vestindo jeans e uma camisa rosa e está correndo	Uma menina pequena de camisa rosa está correndo debaixo de uma árvore no deserto	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A girl is wearing jeans and a pink shirt and is running	A little girl in a pink shirt is running under a tree in the desert	FLICKR	FLICKR	TEST
6330	Uma menina está vestindo jeans e uma camisa rosa e está correndo	Um menino pequeno de camisa rosa está correndo embaixo de uma árvore no deserto	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A girl is wearing jeans and a pink shirt and is running	A little boy in a pink shirt is running under a tree in the desert	FLICKR	FLICKR	TRIAL
6331	Uma menina está vestindo jeans e uma camisa rosa e está animadamente correndo	A menina pequena de camisa cor-de-rosa está correndo debaixo de uma árvore no deserto	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A girl is wearing jeans and a pink shirt and is cheerfully running	The little girl in a pink shirt is running under a tree in the desert	FLICKR	FLICKR	TEST
6332	A menina pequena de camisa cor-de-rosa está correndo debaixo de uma árvore no deserto	Não tem nenhuma menina usando jeans e uma camisa rosa correndo	CONTRADICTION	2.5	A_contradicts_B	B_contradicts_A	The little girl in a pink shirt is running under a tree in the desert	There is no girl wearing jeans and a pink shirt and running	FLICKR	FLICKR	TEST
6333	A menina pequena de camisa cor-de-rosa está correndo debaixo de uma árvore no deserto	Uma menina está correndo de camisa rosa e não está vestindo jeans	NEUTRAL	3.2	A_neutral_B	B_neutral_A	The little girl in a pink shirt is running under a tree in the desert	A girl is running with a pink shirt and is not wearing jeans	FLICKR	FLICKR	TRAIN
6334	Uma menina está vestindo jeans e uma camisa rosa e está correndo	A menina pequena de camisa cor-de-rosa está correndo debaixo de uma árvore no deserto	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A girl is wearing jeans and a pink shirt and is running	The little girl in a pink shirt is running under a tree in the desert	FLICKR	FLICKR	TRAIN
6335	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	O cachorro branco usando orelhas de rena está próximo de um cachorro castanho	ENTAILMENT	4.9	A_entails_B	B_entails_A	The white dog wearing reindeer ears is close to a brown dog	The white dog wearing reindeer ears is near a brown dog	FLICKR	FLICKR	TRAIN
6336	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	O cachorro branco não está usando orelhinhas de rena e não está perto de um cachorro castanho	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	The white dog wearing reindeer ears is near a brown dog	The white dog is not wearing reindeer ears and isn't near a brown dog	FLICKR	FLICKR	TRAIN
6337	A rena branca usando orelhas de cachorro está perto de uma rena marrom	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	NEUTRAL	3.3	A_neutral_B	B_neutral_A	The white reindeer wearing dog ears is near a brown reindeer	The white dog wearing reindeer ears is near a brown dog	FLICKR	FLICKR	TRAIN
6338	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro de pelagem castanha na grama	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass	FLICKR	FLICKR	TRAIN
6339	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama	Não tem nenhum cachorro branco usando uma tiara de rena de Natal e brincando com um cachorro castanho na grama	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass	FLICKR	FLICKR	TEST
6340	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro de pelagem castanha na grama	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	ENTAILMENT	4	A_entails_B	B_neutral_A	A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass	The white dog wearing reindeer ears is near a brown dog	FLICKR	FLICKR	TEST
6341	Não tem nenhum cachorro branco usando uma tiara de rena de Natal e brincando com um cachorro castanho na grama	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	NEUTRAL	3.1	A_contradicts_B	B_neutral_A	There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass	The white dog wearing reindeer ears is near a brown dog	FLICKR	FLICKR	TEST
6342	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama	NEUTRAL	4.2	A_neutral_B	B_neutral_A	The white dog wearing reindeer ears is close to a brown dog	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	FLICKR	FLICKR	TRAIN
6343	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama	O cachorro branco não está usando orelhinhas de rena e não está perto de um cachorro castanho	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	The white dog is not wearing reindeer ears and isn't near a brown dog	FLICKR	FLICKR	TEST
6344	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama	A rena branca usando orelhas de cachorro está perto de uma rena marrom	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	The white reindeer wearing dog ears is near a brown reindeer	FLICKR	FLICKR	TRIAL
6345	Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	The white dog wearing reindeer ears is near a brown dog	FLICKR	FLICKR	TRAIN
6346	Uma criança, que é jovem, está andando de bicicleta em um caminho de terra esburacado	Uma criança jovem está andando de bicicleta em um caminho de terra esburacado	ENTAILMENT	4.9	A_entails_B	B_entails_A	A child, who is young, is riding a bike on a rough dirt path	A young child is riding a bike on a rough dirt path	FLICKR	FLICKR	TRAIN
6347	Uma criança jovem está andando com uma bicicleta em um caminho de terra esburacado	Uma criança jovem está andando de bicicleta em um caminho de terra esburacado	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A young child is walking with a bike on a rough dirt path	A young child is riding a bike on a rough dirt path	FLICKR	FLICKR	TRAIN
6348	Um jovem menino está pedalando uma mountain bike pela lama	Um menino jovem está andando de mountain bike pela lama	ENTAILMENT	4.9	A_entails_B	B_entails_A	The young boy is riding a dirt bike through the mud	A young boy is riding a dirt bike through the mud	FLICKR	FLICKR	TRAIN
6349	Um menino jovem está andando de mountain bike pela lama	Não tem nenhum menino jovem andando de mountain bike pela lama	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A young boy is riding a dirt bike through the mud	There is no young boy riding a dirt bike through the mud	FLICKR	FLICKR	TRAIN
6350	Uma criança jovem está andando de bicicleta em um caminho de terra esburacado	Um jovem menino está pedalando uma mountain bike pela lama	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A young child is riding a bike on a rough dirt path	The young boy is riding a dirt bike through the mud	FLICKR	FLICKR	TRAIN
6351	Não tem nenhum menino jovem andando de mountain bike pela lama	Uma criança jovem está andando de bicicleta em um caminho de terra esburacado	NEUTRAL	3.6	A_neutral_B	B_neutral_A	There is no young boy riding a dirt bike through the mud	A young child is riding a bike on a rough dirt path	FLICKR	FLICKR	TEST
6352	Uma criança, que é jovem, está andando de bicicleta em um caminho de terra esburacado	Um menino jovem está andando de mountain bike pela lama	NEUTRAL	4	A_neutral_B	B_neutral_A	A child, who is young, is riding a bike on a rough dirt path	A young boy is riding a dirt bike through the mud	FLICKR	FLICKR	TEST
6353	Uma criança jovem está andando de bicicleta em um caminho de terra esburacado	Um menino jovem está andando de mountain bike pela lama	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A young child is walking with a bike on a rough dirt path	A young boy is riding a dirt bike through the mud	FLICKR	FLICKR	TRAIN
6354	Um menino jovem está andando de mountain bike pela lama	Uma criança jovem está andando de bicicleta em um caminho de terra esburacado	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A young boy is riding a dirt bike through the mud	A young child is riding a bike on a rough dirt path	FLICKR	FLICKR	TEST
6355	Uma mulher de vestido vermelho está tocando um instrumento	Um instrumento está sendo tocado por uma mulher em um vestido vermelho	ENTAILMENT	4.9	A_entails_B	B_entails_A	A woman in a red dress is playing an instrument	An instrument is being played by a woman in a red dress	FLICKR	FLICKR	TEST
6356	Uma mulher de vestido vermelho guardando um instrumento	Uma mulher de vestido vermelho está tocando um instrumento	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A woman in a red dress is putting away an instrument	A woman in a red dress is playing an instrument	FLICKR	FLICKR	TEST
6357	A mulher de fantasia vermelha está encostada em uma parede feita de tijolos e tocando um instrumento	A mulher de fantasia vermelha está encostada contra um muro de tijolos e tocando um instrumento	ENTAILMENT	4.8	A_entails_B	B_entails_A	The woman in a red costume is leaning against a wall made of bricks and playing an instrument	The woman in a red costume is leaning against a brick wall and playing an instrument	FLICKR	FLICKR	TRAIN
6358	A mulher de fantasia vermelha está encostada contra um muro de tijolos e tocando um instrumento	A mulher de fantasia vermelha não está encostada contra o muro de tijolos e não está tocando um instrumento	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	The woman in a red costume is leaning against a brick wall and playing an instrument	The woman in a red costume is not leaning against a brick wall and is not playing an instrument	FLICKR	FLICKR	TRIAL
6359	A mulher de fantasia vermelha está encostada em uma parede feita de tijolos e tocando um instrumento	Uma mulher de vestido vermelho está tocando um instrumento	ENTAILMENT	4	A_entails_B	B_neutral_A	The woman in a red costume is leaning against a wall made of bricks and playing an instrument	A woman in a red dress is playing an instrument	FLICKR	FLICKR	TRAIN
6360	A mulher de fantasia vermelha não está encostada contra o muro de tijolos e não está tocando um instrumento	Uma mulher de vestido vermelho está tocando um instrumento	NEUTRAL	3.9	A_neutral_B	B_neutral_A	The woman in a red costume is not leaning against a brick wall and is not playing an instrument	A woman in a red dress is playing an instrument	FLICKR	FLICKR	TRAIN
6361	A mulher de fantasia vermelha está encostada contra um muro de tijolos e tocando um instrumento	Um instrumento está sendo tocado por uma mulher em um vestido vermelho	NEUTRAL	3.8	A_neutral_B	B_neutral_A	The woman in a red costume is leaning against a brick wall and playing an instrument	An instrument is being played by a woman in a red dress	FLICKR	FLICKR	TEST
